src,dst,proto,size,sport,dport
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.143,10.1.17.215,6,558,443.0,50131.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
23.205.110.134,10.1.17.215,6,1430,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.134,10.1.17.215,6,786,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
23.205.110.134,10.1.17.215,6,682,443.0,50132.0
23.205.110.134,10.1.17.215,6,1260,443.0,50132.0
10.1.17.215,23.205.110.134,6,60,50132.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,848,50131.0,443.0
10.1.17.215,23.205.110.143,6,464,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,899,50131.0,443.0
10.1.17.215,23.205.110.143,6,466,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,900,50131.0,443.0
10.1.17.215,23.205.110.143,6,465,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,960,50131.0,443.0
10.1.17.215,23.205.110.143,6,481,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,961,50131.0,443.0
10.1.17.215,23.205.110.143,6,441,50131.0,443.0
10.1.17.215,23.205.110.143,6,358,50131.0,443.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,778,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1199,50131.0,443.0
10.1.17.215,23.205.110.143,6,240,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1010,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,327,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1207,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1169,50131.0,443.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,180,443.0,50131.0
23.205.110.143,10.1.17.215,6,85,443.0,50131.0
23.205.110.143,10.1.17.215,6,180,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,85,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,180,443.0,50131.0
23.205.110.143,10.1.17.215,6,176,443.0,50131.0
23.205.110.143,10.1.17.215,6,85,443.0,50131.0
23.205.110.143,10.1.17.215,6,85,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1033,443.0,50131.0
23.205.110.143,10.1.17.215,6,180,443.0,50131.0
23.205.110.143,10.1.17.215,6,306,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1311,443.0,50131.0
23.205.110.143,10.1.17.215,6,85,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1151,50131.0,443.0
10.1.17.215,23.205.110.143,6,163,50131.0,443.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,1037,443.0,50131.0
23.205.110.143,10.1.17.215,6,1040,443.0,50131.0
23.205.110.143,10.1.17.215,6,1036,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,689,443.0,50131.0
23.205.110.143,10.1.17.215,6,638,443.0,50131.0
23.205.110.143,10.1.17.215,6,641,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1036,443.0,50131.0
23.205.110.143,10.1.17.215,6,1037,443.0,50131.0
23.205.110.143,10.1.17.215,6,655,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,657,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1226,443.0,50131.0
23.205.110.143,10.1.17.215,6,145,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
10.1.17.215,224.0.0.251,17,82,5353.0,5353.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1045,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,92,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,595,50131.0,443.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,176,443.0,50131.0
23.205.110.143,10.1.17.215,6,85,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,207,50131.0,443.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,180,443.0,50131.0
23.205.110.143,10.1.17.215,6,85,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
10.1.17.215,10.1.17.2,17,84,52704.0,53.0
10.1.17.2,10.1.17.215,17,166,53.0,52704.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1044,50131.0,443.0
10.1.17.215,23.205.110.143,6,990,50131.0,443.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,176,443.0,50131.0
23.205.110.143,10.1.17.215,6,85,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,93,50131.0,443.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,1151,443.0,50131.0
23.205.110.143,10.1.17.215,6,85,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
10.1.17.215,23.205.110.143,6,762,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,889,50131.0,443.0
10.1.17.215,23.205.110.143,6,378,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1177,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1183,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1047,50131.0,443.0
10.1.17.215,23.205.110.143,6,843,50131.0,443.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,176,443.0,50131.0
23.205.110.143,10.1.17.215,6,575,443.0,50131.0
23.205.110.143,10.1.17.215,6,85,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,816,443.0,50131.0
23.205.110.143,10.1.17.215,6,180,443.0,50131.0
23.205.110.143,10.1.17.215,6,85,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
10.1.17.215,23.205.110.143,6,89,50131.0,443.0
23.205.110.143,10.1.17.215,6,180,443.0,50131.0
23.205.110.143,10.1.17.215,6,85,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
10.1.17.215,10.1.17.2,17,103,61582.0,53.0
10.1.17.215,10.1.17.2,17,103,52497.0,53.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1052,50131.0,443.0
23.205.110.143,10.1.17.215,6,176,443.0,50131.0
23.205.110.143,10.1.17.215,6,85,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
10.1.17.2,10.1.17.215,17,215,53.0,61582.0
10.1.17.2,10.1.17.215,17,351,53.0,52497.0
10.1.17.215,104.21.64.1,6,66,50133.0,443.0
23.205.110.143,10.1.17.215,6,1060,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
23.205.110.143,10.1.17.215,6,1430,443.0,50131.0
23.205.110.143,10.1.17.215,6,243,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
104.21.64.1,10.1.17.215,6,66,443.0,50133.0
10.1.17.215,104.21.64.1,6,60,50133.0,443.0
10.1.17.215,104.21.64.1,6,1434,50133.0,443.0
10.1.17.215,104.21.64.1,6,491,50133.0,443.0
104.21.64.1,10.1.17.215,6,60,443.0,50133.0
104.21.64.1,10.1.17.215,6,60,443.0,50133.0
104.21.64.1,10.1.17.215,6,1430,443.0,50133.0
104.21.64.1,10.1.17.215,6,1430,443.0,50133.0
104.21.64.1,10.1.17.215,6,792,443.0,50133.0
10.1.17.215,104.21.64.1,6,60,50133.0,443.0
10.1.17.215,104.21.64.1,6,118,50133.0,443.0
10.1.17.215,104.21.64.1,6,146,50133.0,443.0
10.1.17.215,104.21.64.1,6,599,50133.0,443.0
104.21.64.1,10.1.17.215,6,60,443.0,50133.0
104.21.64.1,10.1.17.215,6,575,443.0,50133.0
10.1.17.215,104.21.64.1,6,85,50133.0,443.0
104.21.64.1,10.1.17.215,6,60,443.0,50133.0
10.1.17.215,10.1.17.2,6,126,50125.0,445.0
10.1.17.2,10.1.17.215,6,126,445.0,50125.0
10.1.17.215,10.1.17.2,6,126,50125.0,445.0
10.1.17.2,10.1.17.215,6,126,445.0,50125.0
10.1.17.215,10.1.17.2,6,60,50125.0,445.0
104.21.64.1,10.1.17.215,6,751,443.0,50133.0
104.21.64.1,10.1.17.215,6,85,443.0,50133.0
10.1.17.215,104.21.64.1,6,60,50133.0,443.0
10.1.17.215,10.1.17.2,17,78,59630.0,53.0
10.1.17.215,10.1.17.2,17,78,59769.0,53.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,1044,50131.0,443.0
10.1.17.215,23.205.110.143,6,1418,50131.0,443.0
10.1.17.215,23.205.110.143,6,65,50131.0,443.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,60,443.0,50131.0
23.205.110.143,10.1.17.215,6,176,443.0,50131.0
23.205.110.143,10.1.17.215,6,85,443.0,50131.0
10.1.17.215,23.205.110.143,6,60,50131.0,443.0
10.1.17.2,10.1.17.215,17,147,53.0,59769.0
10.1.17.2,10.1.17.215,17,94,53.0,59630.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
82.221.136.26,10.1.17.215,6,66,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
10.1.17.215,82.221.136.26,6,1450,50134.0,443.0
10.1.17.215,82.221.136.26,6,418,50134.0,443.0
82.221.136.26,10.1.17.215,6,60,443.0,50134.0
82.221.136.26,10.1.17.215,6,60,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,412,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
10.1.17.215,82.221.136.26,6,118,50134.0,443.0
10.1.17.215,82.221.136.26,6,146,50134.0,443.0
10.1.17.215,82.221.136.26,6,596,50134.0,443.0
82.221.136.26,10.1.17.215,6,60,443.0,50134.0
82.221.136.26,10.1.17.215,6,125,443.0,50134.0
10.1.17.215,82.221.136.26,6,85,50134.0,443.0
82.221.136.26,10.1.17.215,6,323,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,66,50134.0,443.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
10.1.17.215,82.221.136.26,6,60,50134.0,443.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
82.221.136.26,10.1.17.215,6,1430,443.0,50134.0
