src,dst,proto,size,sport,dport
10.1.17.215,52.152.180.158,6,338,49831.0,443.0
10.1.17.215,52.152.180.158,6,630,49831.0,443.0
10.1.17.215,52.152.180.158,6,92,49831.0,443.0
52.152.180.158,10.1.17.215,6,92,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
45.125.66.252,10.1.17.215,6,81,443.0,49822.0
10.1.17.215,45.125.66.252,6,81,49822.0,443.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
45.125.66.252,10.1.17.215,6,60,443.0,49822.0
10.1.17.215,5.252.153.241,6,103,49689.0,80.0
5.252.153.241,10.1.17.215,6,60,80.0,49689.0
5.252.153.241,10.1.17.215,6,329,80.0,49689.0
10.1.17.215,5.252.153.241,6,60,49689.0,80.0
10.1.17.215,10.1.17.2,17,77,58830.0,53.0
10.1.17.2,10.1.17.215,17,148,53.0,58830.0
45.125.66.252,10.1.17.215,6,81,443.0,49822.0
10.1.17.215,45.125.66.252,6,81,49822.0,443.0
45.125.66.252,10.1.17.215,6,60,443.0,49822.0
10.1.17.215,5.252.153.241,6,103,49689.0,80.0
5.252.153.241,10.1.17.215,6,60,80.0,49689.0
5.252.153.241,10.1.17.215,6,329,80.0,49689.0
10.1.17.215,5.252.153.241,6,60,49689.0,80.0
45.125.66.252,10.1.17.215,6,81,443.0,49822.0
10.1.17.215,45.125.66.252,6,81,49822.0,443.0
45.125.66.252,10.1.17.215,6,60,443.0,49822.0
10.1.17.215,5.252.153.241,6,103,49689.0,80.0
10.1.17.215,10.1.17.2,17,77,58830.0,53.0
10.1.17.2,10.1.17.215,17,148,53.0,58830.0
5.252.153.241,10.1.17.215,6,60,80.0,49689.0
5.252.153.241,10.1.17.215,6,329,80.0,49689.0
10.1.17.215,5.252.153.241,6,60,49689.0,80.0
52.152.180.158,10.1.17.215,6,505,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
10.1.17.215,52.152.180.158,6,194,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1313,49831.0,443.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1414,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,66,49831.0,443.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
52.152.180.158,10.1.17.215,6,498,443.0,49831.0
10.1.17.215,52.152.180.158,6,197,49831.0,443.0
10.1.17.215,52.152.180.158,6,848,49831.0,443.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,1131,443.0,49831.0
10.1.17.215,10.1.17.2,17,86,58830.0,53.0
10.1.17.215,10.1.17.2,17,86,58830.0,53.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
10.1.17.2,10.1.17.215,17,319,53.0,58830.0
10.1.17.215,23.53.127.170,6,66,49832.0,80.0
23.53.127.170,10.1.17.215,6,66,80.0,49832.0
10.1.17.215,23.53.127.170,6,60,49832.0,80.0
10.1.17.215,23.53.127.170,6,304,49832.0,80.0
23.53.127.170,10.1.17.215,6,60,80.0,49832.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
10.1.17.215,23.53.127.170,6,60,49832.0,80.0
10.1.17.215,23.53.127.170,6,60,49832.0,80.0
23.53.127.170,10.1.17.215,6,777,80.0,49832.0
10.1.17.215,23.53.127.170,6,60,49832.0,80.0
10.1.17.215,23.53.127.170,6,304,49832.0,80.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
10.1.17.215,23.53.127.170,6,60,49832.0,80.0
10.1.17.215,23.53.127.170,6,60,49832.0,80.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
23.53.127.170,10.1.17.215,6,767,80.0,49832.0
10.1.17.215,23.53.127.170,6,60,49832.0,80.0
10.1.17.215,23.53.127.170,6,304,49832.0,80.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
10.1.17.215,23.53.127.170,6,60,49832.0,80.0
10.1.17.215,23.53.127.170,6,60,49832.0,80.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
23.53.127.170,10.1.17.215,6,1430,80.0,49832.0
10.1.17.215,23.53.127.170,6,60,49832.0,80.0
23.53.127.170,10.1.17.215,6,1039,80.0,49832.0
10.1.17.215,23.53.127.170,6,60,49832.0,80.0
10.1.17.215,52.152.180.158,6,132,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,450,49831.0,443.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,309,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
10.1.17.215,52.152.180.158,6,132,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,488,49831.0,443.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,624,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
10.1.17.215,52.152.180.158,6,132,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,1450,49831.0,443.0
10.1.17.215,52.152.180.158,6,507,49831.0,443.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,811,443.0,49831.0
10.1.17.215,23.53.127.170,6,60,49832.0,80.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
23.53.127.170,10.1.17.215,6,60,80.0,49832.0
10.1.17.215,23.53.127.170,6,60,49832.0,80.0
10.1.17.215,52.152.180.158,6,201,49831.0,443.0
10.1.17.215,52.152.180.158,6,947,49831.0,443.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,1430,443.0,49831.0
52.152.180.158,10.1.17.215,6,875,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
45.125.66.252,10.1.17.215,6,81,443.0,49822.0
10.1.17.215,45.125.66.252,6,81,49822.0,443.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
10.1.17.215,10.1.17.2,17,95,56902.0,53.0
10.1.17.215,224.0.0.251,17,85,5353.0,5353.0
52.152.180.158,10.1.17.215,6,60,443.0,49831.0
10.1.17.215,52.152.180.158,6,60,49831.0,443.0
10.1.17.215,10.1.17.2,17,94,54220.0,53.0
45.125.66.252,10.1.17.215,6,60,443.0,49822.0
10.1.17.215,10.1.17.2,17,95,56902.0,53.0
10.1.17.215,10.1.17.2,17,94,54220.0,53.0
10.1.17.2,10.1.17.215,17,206,53.0,56902.0
10.1.17.215,23.212.66.174,6,66,49833.0,443.0
10.1.17.2,10.1.17.215,17,204,53.0,54220.0
10.1.17.215,23.212.64.79,6,66,49834.0,443.0
23.212.64.79,10.1.17.215,6,66,443.0,49834.0
23.212.66.174,10.1.17.215,6,66,443.0,49833.0
10.1.17.215,23.212.64.79,6,60,49834.0,443.0
10.1.17.215,23.212.66.174,6,60,49833.0,443.0
10.1.17.215,23.212.64.79,6,271,49834.0,443.0
10.1.17.215,23.212.66.174,6,272,49833.0,443.0
23.212.64.79,10.1.17.215,6,60,443.0,49834.0
23.212.64.79,10.1.17.215,6,1430,443.0,49834.0
23.212.64.79,10.1.17.215,6,1430,443.0,49834.0
23.212.64.79,10.1.17.215,6,1398,443.0,49834.0
23.212.64.79,10.1.17.215,6,1430,443.0,49834.0
10.1.17.215,23.212.64.79,6,60,49834.0,443.0
10.1.17.215,23.212.64.79,6,60,49834.0,443.0
23.212.66.174,10.1.17.215,6,60,443.0,49833.0
23.212.66.174,10.1.17.215,6,1430,443.0,49833.0
23.212.66.174,10.1.17.215,6,1430,443.0,49833.0
23.212.66.174,10.1.17.215,6,1398,443.0,49833.0
10.1.17.215,23.212.66.174,6,60,49833.0,443.0
23.212.66.174,10.1.17.215,6,1430,443.0,49833.0
10.1.17.215,23.212.66.174,6,60,49833.0,443.0
23.212.64.79,10.1.17.215,6,583,443.0,49834.0
10.1.17.215,23.212.64.79,6,180,49834.0,443.0
23.212.66.174,10.1.17.215,6,585,443.0,49833.0
10.1.17.215,23.212.66.174,6,180,49833.0,443.0
23.212.64.79,10.1.17.215,6,344,443.0,49834.0
10.1.17.215,23.212.64.79,6,667,49834.0,443.0
23.212.66.174,10.1.17.215,6,344,443.0,49833.0
10.1.17.215,23.212.66.174,6,375,49833.0,443.0
23.212.64.79,10.1.17.215,6,335,443.0,49834.0
10.1.17.215,10.1.17.2,17,89,62782.0,53.0
10.1.17.215,23.212.64.79,6,60,49834.0,443.0
10.1.17.215,10.1.17.2,17,89,62782.0,53.0
23.212.66.174,10.1.17.215,6,471,443.0,49833.0
10.1.17.215,10.1.17.2,17,94,53981.0,53.0
10.1.17.2,10.1.17.215,17,204,53.0,53981.0
10.1.17.215,23.212.64.79,6,66,49835.0,443.0
10.1.17.2,10.1.17.215,17,263,53.0,62782.0
10.1.17.215,199.232.214.172,6,74,49836.0,80.0
10.1.17.215,23.212.66.174,6,60,49833.0,443.0
23.212.64.79,10.1.17.215,6,66,443.0,49835.0
10.1.17.215,23.212.64.79,6,60,49835.0,443.0
10.1.17.215,23.212.64.79,6,271,49835.0,443.0
199.232.214.172,10.1.17.215,6,74,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
10.1.17.215,199.232.214.172,6,409,49836.0,80.0
199.232.214.172,10.1.17.215,6,66,80.0,49836.0
199.232.214.172,10.1.17.215,6,547,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
23.212.64.79,10.1.17.215,6,60,443.0,49835.0
23.212.64.79,10.1.17.215,6,1430,443.0,49835.0
23.212.64.79,10.1.17.215,6,1430,443.0,49835.0
23.212.64.79,10.1.17.215,6,1398,443.0,49835.0
10.1.17.215,23.212.64.79,6,60,49835.0,443.0
23.212.64.79,10.1.17.215,6,1430,443.0,49835.0
10.1.17.215,23.212.64.79,6,60,49835.0,443.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
23.212.64.79,10.1.17.215,6,583,443.0,49835.0
10.1.17.215,23.212.64.79,6,180,49835.0,443.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
23.212.64.79,10.1.17.215,6,344,443.0,49835.0
10.1.17.215,23.212.64.79,6,382,49835.0,443.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
23.212.64.79,10.1.17.215,6,1390,443.0,49835.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
10.1.17.215,23.212.64.79,6,60,49835.0,443.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
199.232.214.172,10.1.17.215,6,1346,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,224.0.0.251,17,85,5353.0,5353.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
10.1.17.215,199.232.214.172,6,66,49836.0,80.0
199.232.214.172,10.1.17.215,6,1430,80.0,49836.0
